No,Process,Menu,BA Section,BA Sub-section,BA UI Field,BA Mandatory,BA Edit type (ESS),BA Edit type (admin),Section on screen?,Screen section (EN),Screen section (TH),Status,Matched UI label on screen,Note,Evidence screenshot
521,Maintain,Profile,Promotability **Manager view only,,Level,Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
522,Maintain,Profile,Promotability **Manager view only,,Function,Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
523,Maintain,Profile,Promotability **Manager view only,,Timeframe,Required,edit without approval,edit without approval,YES,Performance & promotability,การประเมิน / ศักยภาพเลื่อนตำแหน่ง,MISSING,,"Section ""Performance & promotability"" is on screen, but this field is not rendered",shots/en-emp-assessments.png
524,Maintain,Profile,Special Assignments/Projects,,Assignment/Project,Required,edit without approval,edit without approval,YES,Special projects,โครงการพิเศษ,PARTIAL,(no dedicated label),card summary line,shots/en-emp-projects.png
525,Maintain,Profile,Special Assignments/Projects,,Description,Not Required,edit without approval,edit without approval,YES,Special projects,โครงการพิเศษ,MISSING,,"Section ""Special projects"" is on screen, but this field is not rendered",shots/en-emp-projects.png
526,Maintain,Profile,Special Assignments/Projects,,Comments,Not Required,edit without approval,edit without approval,YES,Special projects,โครงการพิเศษ,MISSING,,"Section ""Special projects"" is on screen, but this field is not rendered",shots/en-emp-projects.png
527,Maintain,Profile,Special Assignments/Projects,,Start Date,Required,edit without approval,edit without approval,YES,Special projects,โครงการพิเศษ,PARTIAL,(no dedicated label),year on the summary line,shots/en-emp-projects.png
528,Maintain,Profile,Special Assignments/Projects,,End Date,Not Required,edit without approval,edit without approval,YES,Special projects,โครงการพิเศษ,MISSING,,"Section ""Special projects"" is on screen, but this field is not rendered",shots/en-emp-projects.png
529,Maintain,Profile,OHS Certificate,,Completion date,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
530,Maintain,Profile,OHS Certificate,,Institute ID,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
531,Maintain,Profile,OHS Certificate,,Description,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
532,Maintain,Profile,OHS Certificate,,Comments,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
533,Maintain,Profile,OHS Certificate,,Certificate Number,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
534,Maintain,Profile,OHS Certificate,,Course,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
535,Maintain,Profile,OHS Certificate,,Course,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
536,Maintain,Profile,OHS Document,,Registration Date,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
537,Maintain,Profile,OHS Document,,Inactive Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
538,Maintain,Profile,OHS Document,,Labour Department Area,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
539,Maintain,Profile,OHS Document,,Document Number,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
540,Maintain,Profile,OHS Document,,Safety Officer Level,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
541,Maintain,Profile,OHS Document,,Direct Link - Name,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
542,Maintain,Profile,OHS Document,,Direct Link - URL,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
543,Maintain,Profile,OHS Document,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
544,Maintain,Profile,Previous Work History,,Start Date,Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
545,Maintain,Profile,Previous Work History,,End Date,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
546,Maintain,Profile,Previous Work History,,Company Name,Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
547,Maintain,Profile,Previous Work History,,Type of Business,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
548,Maintain,Profile,Previous Work History,,Function,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
549,Maintain,Profile,Previous Work History,,Position,Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
550,Maintain,Profile,Previous Work History,,Additional Information,Not Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
551,Maintain,Profile,Previous Work History,,Present Employer?,Required,edit without approval,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),"summary shows ""– ปัจจุบัน"" for the open-ended row",shots/en-emp-work-experience.png
552,Maintain,Profile,Employee Benefit Obligation(EBO),,Description,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
553,Maintain,Profile,Employee Benefit Obligation(EBO),,EBO Amount,Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
554,Maintain,Profile,Employee Benefit Obligation(EBO),,หมายเหตุ,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
555,Maintain,Profile,Honours/Awards,,Honour or Award,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
556,Maintain,Profile,Honours/Awards,,Description,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
557,Maintain,Profile,Honours/Awards,,Institution,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
558,Maintain,Profile,Honours/Awards,,Issue Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
559,Maintain,Profile,Honours/Awards,,Additional Information,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
560,Maintain,Profile,Honours/Awards,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
561,Maintain,Profile,Legal Execution Department,,Legal Execution Department,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
562,Maintain,Profile,Legal Execution Department,,Execution Case No.,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
563,Maintain,Profile,Legal Execution Department,,Start Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
564,Maintain,Profile,Legal Execution Department,,End Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
565,Maintain,Profile,Legal Execution Department,,Other information,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
566,Maintain,Profile,Legal Execution Department,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
567,Maintain,Profile,Product Liability Insurance,,Effective Date,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
568,Maintain,Profile,Product Liability Insurance,,Insurance Company,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
569,Maintain,Profile,Product Liability Insurance,,Bank,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
570,Maintain,Profile,Product Liability Insurance,,value,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
571,Maintain,Profile,Product Liability Insurance,,status,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
572,Maintain,Profile,Product Liability Insurance,,Remark,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
573,Maintain,Profile,Student Loan,,Year of Contract,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
574,Maintain,Profile,Student Loan,,Levels of Education,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
575,Maintain,Profile,Student Loan,,Academic Year,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
576,Maintain,Profile,Student Loan,,Year of final payment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
577,Maintain,Profile,Student Loan,,Attachment,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
578,Maintain,Profile,Student Loan,,Remark,Not Required,edit without approval,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
579,Maintain,Profile,Work Experience Within Company (History),,Start Date,Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
580,Maintain,Profile,Work Experience Within Company (History),,End Date,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
581,Maintain,Profile,Work Experience Within Company (History),,Event,Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
582,Maintain,Profile,Work Experience Within Company (History),,Event Reason,Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
583,Maintain,Profile,Work Experience Within Company (History),,Company,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
584,Maintain,Profile,Work Experience Within Company (History),,Business Unit,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
585,Maintain,Profile,Work Experience Within Company (History),,Function,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
586,Maintain,Profile,Work Experience Within Company (History),,Organization,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
587,Maintain,Profile,Work Experience Within Company (History),,Department,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
588,Maintain,Profile,Work Experience Within Company (History),,Store/Branch Code,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
589,Maintain,Profile,Work Experience Within Company (History),,Work Location,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
590,Maintain,Profile,Work Experience Within Company (History),,Posiiton Code,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
591,Maintain,Profile,Work Experience Within Company (History),,Position Name,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,PARTIAL,(no dedicated label),card summary line,shots/en-emp-work-experience.png
592,Maintain,Profile,Work Experience Within Company (History),,Supervisor ID,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
593,Maintain,Profile,Work Experience Within Company (History),,Job Family,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
594,Maintain,Profile,Work Experience Within Company (History),,Job Code,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
595,Maintain,Profile,Work Experience Within Company (History),,Job Role,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
596,Maintain,Profile,Work Experience Within Company (History),,Person Grade,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
597,Maintain,Profile,Work Experience Within Company (History),,Job Grade,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
598,Maintain,Profile,Work Experience Within Company (History),,Corperate Title,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
599,Maintain,Profile,Work Experience Within Company (History),,Band,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
600,Maintain,Profile,Work Experience Within Company (History),,Employee Group,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
601,Maintain,Profile,Work Experience Within Company (History),,Contract Type,Not Required,view,edit without approval,YES,Work experience,ประสบการณ์ทำงาน,MISSING,,"Section ""Work experience"" is on screen, but this field is not rendered",shots/en-emp-work-experience.png
602,Maintain,Profile,Pending,,Badges,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
603,Maintain,Profile,Profile,,Org Chart,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
604,Maintain,Profile,Profile,,Tags,Not Required,view,edit without approval,NO,,,MISSING,,No section for this BA group on the Employee File screen,shots/en-EMP-0002-full.png
